Squad,Comp,Player,Nation,Pos,Age,Born,MP,Minutes_Played,Mn_per_MP,Mins_Per_90,Starts,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,Goals,Assists,GoalsAssistsCombined,NonPKG,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,Gls_Per90,Ast_Per90,G+A_Per90,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,Shots,Shots_on_Target,SoT_percent,G_per_Sh,G_per_SoT,Avg_Shot_Dist,FK_Standard,G_minus_xG_Expected,np:G_minus_xG_Expected,Passes_Completed,Passes_Attempted,Passes_Cmp_percent,PrgDist_Total,Passes_Cmp_Short,Passes_Att_Short,Passes_Cmp_percent_Short,Passes_Cmp_Medium,Passes_Att_Medium,Passes_Cmp_percent_Medium,Passes_Cmp_Long,Passes_Att_Long,Passes_Cmp_percent_Long,xA_Expected,A_minus_xAG_Expected,Key_Passes,Final_Third,PPA,CrsPA,TB_Pass,Crs_Pass,Offside_Passes,Blocked_Passes,Shot_Creating_Actions,SCA_90,TakeOnTo_Shot,FoulTo_Shot,DefAction_Shot,GoalCreatingAction,GCA90,TakeOn_Goal,Fld_Goal,DefAction_Goal,Tackles,Tackles_Won,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_percent_won,Lost_Challenges,Blocks,Sh_Blocked,Passes_Blocked,Interceptions,Clearances,ErrorsLead_ToShot,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,TotDist_Carries,PrgDist_Carries,Miscontrolls,Dispossessed,2CrdY,Fouls_Comitted,Fouls_Drawn,Offsides,Crosses,PK_Won,PK_Conceded,Own_Goals,Loose_Ball_Recoveries,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Goals_Against_GK,SoT_Against_GK,Saves_GK,Save_percent_GK,Clean_Sheets_GK,CS_percent_GK,PK_Faced_GK,PK_Allowed_GK,PK_Saved_GK,PK_Missed_GK,Save_percent_Penalty_GK,FK_Goals_GK,CornerKick_Goals_GK,OG_GK,PSxG_GK,PSxG_per_SoT_GK,PSxG+_per_minus_GK,LaunchedPassesCompleted_GK,LaunchedAttempted_GK,Cmp_percent_Launched_GK,Att_Passes_GK,Throws_GK,Launch_percent_Passes_GK,AvgLen_Passes_GK,Att_Goal_Kicks_GK,AvgLen_GoalKick_GK,CrossesFaced_GK,CrossedStopped_GK,CrossedStopped_Perc_GK,OPA_Sweeper_GK,OPA_per_90_Sweeper_GK,AvgDist_Sweeper_GK
Ajaccio,Ligue 1,Clément Vidal,FRA,"DF,MF",22,2000,26,1901,73,21.1,21,0.65,11,47,-36,1,0,1,1,0,0,5,1,0.8,0.2,1,3,61,0.05,0,0.05,0.05,0.05,0.04,0.01,0.05,12,2,16.7,0.08,0.5,10.8,0,0.2,0.2,604,785,76.9,5788,164,207,79.2,318,376,84.6,109,177,61.6,0.6,-0.2,1,52,2,1,0,3,1,10,6,0.28,0,0,0,0,0,0,0,0,25,15,14,11,0,47.4,20,27,16,11,27,73,1,1,1,100,0,0,3541,1945,5,5,0,22,18,1,3,0,1,0,92,50,26,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajaccio,Ligue 1,Mohamed Youssouf,COM,DF,34,1988,30,2459,82,27.3,27,0.6,15,57,-42,0,0,0,0,0,0,5,1,0.3,1.4,1.6,48,91,0,0,0,0,0,0.01,0.05,0.06,5,1,20,0,0,18.7,0,-0.3,-0.3,932,1279,72.9,7094,487,582,83.7,341,457,74.6,75,167,44.9,1.4,-1.4,15,83,24,17,0,89,4,54,32,1.17,2,2,0,0,0,0,0,0,72,44,41,24,7,62.3,23,32,8,24,65,70,0,33,11,33.3,18,54.5,5282,2314,30,14,0,40,37,0,89,0,0,1,140,47,37,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Sergio Akieme,ESP,DF,24,1997,29,2297,79,25.5,27,0.93,31,45,-14,1,0,1,1,0,0,5,0,1.5,2,3.5,60,58,0.04,0,0.04,0.04,0.04,0.06,0.08,0.14,23,7,30.4,0.04,0.14,20.2,0,-0.5,-0.5,821,1061,77.4,5012,430,485,88.7,315,386,81.6,52,128,40.6,2.2,-2,21,43,22,17,3,70,7,20,36,1.41,1,0,2,3,0.12,1,0,0,27,16,19,6,2,54.5,10,22,6,16,14,41,0,51,27,52.9,18,35.3,4200,2232,29,25,0,20,18,0,70,0,0,0,127,14,15,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Arvin Appiah,ENG,"FW,MF",21,2001,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Srđan Babić,SRB,DF,26,1996,34,2998,88,33.3,33,1.15,42,56,-14,3,0,3,3,0,0,5,0,1.2,0.3,1.5,21,63,0.09,0,0.09,0.09,0.09,0.04,0.01,0.04,9,5,55.6,0.33,0.6,10.1,0,1.8,1.8,1172,1373,85.4,8365,382,420,91,637,700,91,142,223,63.7,0.4,-0.3,7,55,3,1,1,2,7,9,20,0.6,0,0,0,1,0.03,0,0,0,28,18,20,8,0,46.9,17,34,22,12,29,124,1,8,4,50,4,50,4831,2792,10,3,0,24,9,2,2,0,0,0,136,71,46,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Léo Baptistão,BRA,"FW,MF",29,1992,28,1726,62,19.2,24,1.29,28,30,-2,5,1,6,5,0,0,7,0,4.9,1.2,6.2,38,51,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,45,16,35.6,0.11,0.31,14.9,0,0.1,0.1,359,540,66.5,1514,179,229,78.2,124,178,69.7,30,66,45.5,0.9,-0.2,18,30,13,3,6,18,3,25,53,2.77,4,2,2,3,0.16,0,0,0,32,20,13,16,3,39.4,20,17,2,15,19,12,0,36,14,38.9,16,44.4,2611,1484,56,17,0,30,23,10,18,0,0,0,104,27,40,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,El Bilal Touré,MLI,FW,20,2001,21,1264,60,14,15,1.1,23,23,0,7,2,9,7,0,0,0,0,6.3,1.3,7.6,18,14,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,29,14,48.3,0.24,0.5,11.5,0,0.7,0.7,183,258,70.9,311,130,158,82.3,44,65,67.7,2,2,100,0.7,0.7,14,7,3,1,0,4,2,8,36,2.56,2,3,0,4,0.28,1,0,0,4,3,2,1,1,0,3,6,1,5,1,23,0,17,6,35.3,9,52.9,1136,519,44,9,0,25,7,13,4,0,0,0,46,44,46,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Juan Brandáriz,ESP,DF,23,1999,21,1489,71,16.5,15,1.1,20,30,-10,1,0,1,1,0,0,5,0,0.4,0.1,0.5,13,32,0.06,0,0.06,0.06,0.06,0.02,0,0.03,3,1,33.3,0.33,1,10.2,0,0.6,0.6,664,806,82.4,4521,313,339,92.3,291,335,86.9,47,96,49,0.2,-0.1,2,35,3,2,0,8,2,14,11,0.66,1,1,0,0,0,0,0,0,29,16,18,9,2,60.9,9,20,7,13,15,53,0,16,7,43.8,9,56.3,2429,1057,11,8,0,10,3,0,8,0,0,0,87,11,12,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,José Carlos Lazo,ESP,"MF,FW",26,1996,1,20,20,0.2,0,0,0,1,-1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.27,0,0.27,2,1,50,0,0,24.4,0,-0.1,-0.1,3,4,75,2,2,3,66.7,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,3,13.5,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,100,0,0,44,9,2,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Álex Centelles,ESP,DF,24,1997,15,1123,75,12.5,11,1.06,19,21,-2,1,2,3,1,0,0,0,1,0.4,1.3,1.7,17,35,0.08,0.16,0.24,0.08,0.24,0.03,0.11,0.14,5,2,40,0.2,0.5,21.2,0,0.6,0.6,412,577,71.4,2965,190,223,85.2,170,216,78.7,37,97,38.1,1.1,0.7,13,32,9,6,0,46,1,20,24,1.92,2,0,0,4,0.32,0,0,0,22,14,16,3,3,72.7,6,13,2,11,11,40,0,14,6,42.9,7,50,1561,854,11,6,0,7,5,0,46,0,0,0,66,7,17,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Samu Costa,POR,MF,21,2000,32,1989,62,22.1,22,1.16,23,47,-24,1,2,3,1,0,0,5,0,1.7,1,2.7,9,91,0.05,0.09,0.14,0.05,0.14,0.08,0.04,0.12,20,7,35,0.05,0.14,20,2,-0.7,-0.7,864,1097,78.8,5134,383,439,87.2,368,428,86,102,169,60.4,1,1,13,68,11,0,4,8,8,28,47,2.13,1,3,3,3,0.14,0,0,0,61,31,35,20,6,47.5,32,29,7,22,37,64,4,22,9,40.9,12,54.5,2783,1113,31,13,0,51,44,4,8,0,0,0,143,48,24,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Curro,ESP,MF,26,1996,2,43,22,0.5,0,1.5,0,2,-2,0,0,0,0,0,0,1,0,0.1,0.2,0.3,1,1,0,0,0,0,0,0.19,0.44,0.63,1,1,100,0,0,15.9,0,-0.1,-0.1,21,28,75,133,10,12,83.3,4,6,66.7,3,4,75,0.2,-0.2,2,1,1,0,0,1,1,1,2,4.19,0,0,0,0,0,0,0,0,2,0,1,1,0,50,1,0,0,0,0,0,0,0,0,,0,,63,36,1,0,0,1,0,0,1,0,0,0,3,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Íñigo Eguaras,ESP,MF,30,1992,25,967,39,10.7,10,1.4,11,19,-8,1,1,2,1,0,0,6,0,1,0.6,1.7,8,61,0.09,0.09,0.19,0.09,0.19,0.1,0.06,0.16,8,3,37.5,0.13,0.33,21.2,0,0,0,458,543,84.3,2756,223,247,90.3,172,193,89.1,51,73,69.9,1.2,0.4,11,50,9,2,5,3,4,7,25,2.33,0,1,1,2,0.19,0,0,0,11,8,4,6,1,27.8,13,9,3,6,6,15,0,5,4,80,1,20,1476,706,7,4,0,7,8,0,3,0,0,0,67,3,5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Rodrigo Ely,BRA,DF,28,1993,36,3155,88,35.1,36,1.03,45,61,-16,0,1,1,0,0,0,10,1,1,0.8,1.8,6,52,0,0.03,0.03,0,0.03,0.03,0.02,0.05,19,1,5.3,0,0,14.7,1,-1,-1,1197,1475,81.2,10151,292,339,86.1,705,777,90.7,192,336,57.1,0.6,0.2,6,54,3,0,2,3,4,6,21,0.6,1,0,0,2,0.06,0,0,0,30,21,26,4,0,72,7,46,33,13,31,203,1,7,5,71.4,1,14.3,3809,1958,16,2,1,25,14,2,3,0,0,1,142,79,38,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Adri Embarba,ESP,"FW,MF",30,1992,29,1472,51,16.4,18,1.14,23,27,-4,4,3,7,3,1,1,5,1,3.8,3.4,6.4,62,47,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,47,19,40.4,0.06,0.16,23.9,13,0.2,-0.1,356,557,63.9,1897,162,200,81,122,178,68.5,48,110,43.6,2.6,-0.4,32,22,12,6,0,127,3,24,62,3.79,7,4,1,9,0.55,1,1,0,50,27,21,26,3,47.8,24,23,0,23,9,9,0,116,47,40.5,56,48.3,3885,1831,49,31,1,22,30,10,127,0,0,0,100,8,30,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Fernando,ESP,GK,32,1990,37,3285,89,36.5,37,1.11,48,61,-13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,919,1313,70,20366,132,133,99.2,440,448,98.2,342,721,47.4,0,0,0,16,0,0,0,0,5,1,4,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,20,3,1,1,100,0,0,3796,2345,0,0,0,0,6,0,0,0,0,0,35,2,1,66.7,61,193,132,70.5,4,10.8,6,4,1,1,20,1,4,1,60.5,0.29,0.5,199,557,35.7,967,211,39.1,36.9,341,42.9,614,39,6.4,26,0.71,12.4
Almería,La Liga,Diego Fuoli,ESP,GK,24,1997,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Gui Guedes,POR,MF,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Luis Javier Suárez,COL,FW,24,1997,21,1490,71,16.6,18,1.05,22,28,-6,4,4,8,4,0,0,4,1,4.4,2.1,6.5,29,26,0.24,0.24,0.48,0.24,0.48,0.26,0.13,0.39,41,13,31.7,0.1,0.31,15.9,0,-0.4,-0.4,266,386,68.9,687,153,196,78.1,75,110,68.2,24,46,52.2,1.5,1.9,13,21,2,1,2,11,1,7,37,2.23,7,5,1,8,0.48,2,1,0,17,11,5,6,6,23.1,20,13,3,10,3,10,0,44,19,43.2,21,47.7,1832,809,42,25,0,36,22,5,11,1,0,0,46,36,55,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Kaiky,BRA,DF,18,2004,13,581,45,6.5,7,1.31,6,13,-7,0,0,0,0,0,0,5,0,0.1,0,0.1,7,11,0,0,0,0,0,0.01,0,0.01,1,0,0,0,,11.7,0,-0.1,-0.1,182,224,81.3,1389,60,65,92.3,84,97,86.6,34,54,63,0,0,0,12,1,0,0,1,0,2,1,0.15,0,0,0,0,0,0,0,0,5,5,5,0,0,42.9,4,18,10,8,11,28,0,3,2,66.7,1,33.3,886,513,5,0,0,7,3,0,1,0,1,0,22,6,10,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,César de la Hoz,ESP,MF,30,1992,25,1673,67,18.6,18,1.48,25,30,-5,1,0,1,1,0,0,6,0,0.4,0.9,1.3,3,49,0.05,0,0.05,0.05,0.05,0.02,0.05,0.07,7,1,14.3,0.14,1,20.7,0,0.6,0.6,435,556,78.2,2869,185,212,87.3,189,226,83.6,56,93,60.2,0.9,-0.9,5,54,5,2,1,3,5,7,18,0.97,2,0,0,2,0.11,1,0,0,37,20,17,18,2,51.4,18,26,6,20,13,37,0,8,4,50,4,50,1233,543,12,4,0,21,12,0,3,0,1,0,83,24,29,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Lázaro,BRA,"FW,MF",20,2002,19,716,38,8,7,0.53,13,13,0,6,0,6,6,0,0,1,0,4,0.8,4.8,23,26,0.75,0,0.75,0.75,0.75,0.5,0.1,0.6,25,12,48,0.24,0.5,15,0,2,2,170,218,78,660,103,123,83.7,43,54,79.6,14,20,70,0.4,-0.8,12,20,5,1,0,9,0,5,23,2.89,2,3,0,2,0.25,0,0,0,4,3,3,0,1,20,12,16,1,15,2,1,0,28,15,53.6,13,46.4,1424,665,18,11,0,7,12,3,9,0,0,0,32,6,14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Diego Mariño,ESP,GK,32,1990,1,45,45,0.5,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,7,8,87.5,204,0,0,,4,4,100,3,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,60,0,,0,0,0,0,,0,0,0,1.4,0.28,-0.6,2,3,66.7,3,1,33.3,35.7,5,45.6,12,0,0,0,0,7
Almería,La Liga,Gonzalo Melero,ESP,MF,28,1994,27,1855,69,20.6,24,1.26,34,28,6,4,3,7,3,1,1,5,0,3,1.8,4,31,97,0.19,0.15,0.34,0.15,0.29,0.15,0.08,0.23,23,10,43.5,0.13,0.3,17.2,0,1,0.7,652,755,86.4,2627,329,365,90.1,243,276,88,52,63,82.5,1.3,1.2,19,72,13,0,1,2,2,15,53,2.57,1,1,0,6,0.29,0,0,0,32,16,9,18,5,28.2,28,23,2,21,7,19,1,36,17,47.2,18,50,2999,1408,37,19,0,24,30,3,2,0,0,0,96,14,17,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Houboulang Mendes,GNB,DF,24,1998,14,886,63,9.8,11,1,12,28,-16,0,1,1,0,0,0,2,0,0,0.3,0.3,18,18,0,0.1,0.1,0,0.1,0,0.03,0.03,1,0,0,0,,23.9,0,0,0,239,335,71.3,1451,137,152,90.1,78,117,66.7,17,47,36.2,0.2,0.7,4,14,6,3,0,31,1,9,9,0.91,1,0,0,1,0.1,0,0,0,19,11,16,3,0,40.7,16,12,2,10,7,23,1,21,9,42.9,9,42.9,1270,704,16,10,0,13,4,0,31,0,1,0,37,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Marko Milovanović,SRB,FW,18,2003,2,15,8,0.2,0,0,0,1,-1,0,0,0,0,0,0,1,0,0.1,0,0.1,0,1,0,0,0,0,0,0.3,0,0.3,1,0,0,0,,9.4,0,-0.1,-0.1,4,9,44.4,7,1,2,50,2,4,50,0,0,,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,20,8,0,3,0,2,0,0,0,0,0,0,0,5,3,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Fernando Pacheco,ESP,GK,30,1992,1,90,90,1,1,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,20,31,64.5,423,2,2,100,10,11,90.9,8,17,47.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,0,,109,89,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,60,0,0,0,0,0,0,,0,1,0,1.6,0.32,-0.4,3,12,25,26,8,42.3,40.2,4,36,16,1,6.3,2,2,14.5
Almería,La Liga,Fernando Pacheco,ESP,GK,30,1992,1,90,90,1,1,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,20,31,64.5,423,2,2,100,10,11,90.9,8,17,47.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,0,,109,89,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,3,60,0,0,0,0,0,0,,0,3,0,26.6,0.25,-6.4,127,272,46.7,417,56,42.4,36.2,137,49.6,242,16,6.6,19,1.19,13.8
Almería,La Liga,Marcos Peña,ESP,MF,17,2005,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Francisco Portillo,ESP,"MF,FW",32,1990,27,722,27,8,4,0.85,10,16,-6,2,1,3,2,0,0,1,0,0.7,1,1.7,16,74,0.25,0.12,0.37,0.25,0.37,0.09,0.13,0.21,5,2,40,0.4,1,17.4,0,1.3,1.3,365,459,79.5,1875,211,240,87.9,115,136,84.6,22,41,53.7,1.9,0,13,49,18,3,6,12,3,13,26,3.23,1,0,1,2,0.25,0,0,0,13,6,4,5,4,18.8,13,7,1,6,7,8,0,17,9,52.9,7,41.2,1777,930,10,9,0,2,3,2,12,0,0,0,54,5,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Alejandro Pozo Pozo,ESP,DF,23,1999,30,1880,63,20.9,20,1.33,27,26,1,0,3,3,0,0,0,2,0,0.5,3.6,4.2,44,64,0,0.14,0.14,0,0.14,0.03,0.17,0.2,10,2,20,0,0,20.4,0,-0.5,-0.5,814,1117,72.9,5554,421,470,89.6,303,392,77.3,72,174,41.4,2.6,-0.6,24,40,21,16,0,70,8,32,49,2.35,2,0,1,7,0.34,0,0,0,37,19,17,17,3,50.9,26,30,5,25,26,45,1,24,12,50,10,41.7,2824,1563,27,9,0,15,14,1,70,0,1,0,138,12,23,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Arnau Puigmal,ESP,"MF,FW",21,2001,22,763,35,8.5,7,0.64,11,18,-7,1,0,1,1,0,0,4,0,1.1,0.5,1.7,24,16,0.12,0,0.12,0.12,0.12,0.13,0.06,0.19,17,6,35.3,0.06,0.17,18.1,0,-0.1,-0.1,193,274,70.4,909,117,138,84.8,64,94,68.1,9,23,39.1,0.8,-0.5,8,9,7,3,4,18,2,9,26,3.05,1,2,2,1,0.12,0,0,0,22,14,10,7,5,70.6,5,7,0,7,11,6,0,30,10,33.3,17,56.7,1385,691,28,8,0,10,15,2,18,0,1,0,36,3,8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Largie Ramazani,BEL,"FW,MF",21,2001,33,1403,43,15.6,13,1.03,14,31,-17,3,1,4,3,0,1,6,0,4.2,1.7,5.1,59,30,0.19,0.06,0.26,0.19,0.26,0.27,0.11,0.38,40,18,45,0.08,0.17,19.8,1,-1.2,-0.4,195,291,67,857,107,140,76.4,66,90,73.3,16,29,55.2,1.8,-0.7,13,22,11,1,3,20,5,18,42,2.7,9,2,2,4,0.26,1,1,0,15,9,6,3,6,29.6,19,11,0,11,15,10,0,68,32,47.1,32,47.1,2661,1328,39,24,0,31,15,12,20,1,1,0,57,5,18,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Lucas Robertone,ARG,MF,25,1997,37,2843,77,31.6,34,1.11,44,47,-3,2,7,9,2,0,0,7,0,2.6,6.6,9.2,47,155,0.06,0.22,0.28,0.06,0.28,0.08,0.21,0.29,37,7,18.9,0.05,0.29,25.4,4,-0.6,-0.6,1051,1364,77.1,6242,507,573,88.5,369,437,84.4,135,269,50.2,4.5,0.4,53,115,34,13,10,137,6,18,109,3.45,3,4,1,11,0.35,1,0,0,50,28,20,21,9,43.8,36,45,7,38,46,46,1,68,27,39.7,30,44.1,4923,2510,44,19,0,33,89,3,137,0,0,0,207,20,36,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Carlos Rojas,ESP,FW,20,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Umar Sadiq,NGA,FW,25,1997,3,240,80,2.7,3,1.33,4,3,1,2,0,2,2,0,0,1,0,1.5,0.2,1.6,5,2,0.75,0,0.75,0.75,0.75,0.55,0.06,0.61,7,3,42.9,0.29,0.67,14.5,0,0.5,0.5,22,36,61.1,34,11,15,73.3,8,11,72.7,0,0,,0.1,-0.2,3,0,1,0,0,0,1,2,6,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,3,0,12,4,33.3,8,66.7,390,211,7,11,0,9,2,7,0,0,0,0,8,4,10,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Marciano Sanca,GNB,FW,18,2004,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Dyego Sousa,POR,FW,32,1989,20,527,26,5.9,3,0.7,4,6,-2,0,1,1,0,0,0,1,0,1.2,1,2.2,10,16,0,0.17,0.17,0,0.17,0.2,0.17,0.37,13,4,30.8,0,0,14.2,0,-1.2,-1.2,107,160,66.9,361,60,83,72.3,38,52,73.1,2,6,33.3,0.9,0,10,4,5,0,1,1,1,7,14,2.39,2,0,0,1,0.17,0,0,0,10,6,5,4,1,80,1,4,2,2,1,14,0,13,5,38.5,7,53.8,611,214,28,11,0,10,12,4,1,0,0,0,17,27,25,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almería,La Liga,Martin Šviderský,SVK,MF,19,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angers,Ligue 1,Himad Abdelli,ALG,"MF,FW",22,1999,30,2137,71,23.7,24,0.33,21,49,-28,2,2,4,2,0,0,3,0,1.4,2.9,4.3,58,151,0.08,0.08,0.17,0.08,0.17,0.06,0.12,0.18,24,7,29.2,0.08,0.29,22.4,2,0.6,0.6,1043,1257,83,4649,465,536,86.8,421,494,85.2,122,169,72.2,2.5,-0.9,36,124,26,8,8,35,4,22,69,2.91,3,0,2,3,0.13,0,0,0,64,38,22,32,10,46.3,36,30,1,29,28,15,0,76,43,56.6,28,36.8,6861,3294,36,20,0,43,31,1,35,0,0,0,180,18,23,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angers,Ligue 1,Salim Akkal,FRA,MF,22,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angers,Ligue 1,Ibrahim Amadou,FRA,"DF,MF",29,1993,7,424,61,4.7,4,0.14,5,9,-4,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0,5,0,0,0,0,0,0.01,0.01,0.03,2,0,0,0,,24.4,0,-0.1,-0.1,161,190,84.7,1234,51,56,91.1,93,99,93.9,13,25,52,0,-0.1,1,4,0,0,0,1,0,5,3,0.64,0,0,0,0,0,0,0,0,10,7,6,3,1,63.6,4,7,3,4,10,20,0,2,1,50,1,50,851,394,2,3,0,4,3,0,1,0,2,0,29,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
