Category,Word To guess,Number of words,Total number of letters,First word letters
Around The House,Goose Down Pillows,3,16,5
Around The House,Goose-Down Pillow,2,15,9
Around The House,Grandmother's Fur Coat,3,19,12
Around The House,Granite Countertops,2,18,7
Around The House,Gravy Boat And Ladle,4,17,5
Around The House,Green-Tea Facial Scrub,3,19,8
Around The House,Grill Gloves,2,11,5
Around The House,Guest Bed,2,8,5
Around The House,Guest Bedroom,2,12,5
Around The House,Guest Towels,2,11,5
Around The House,Hair Dryer,2,9,4
Around The House,Hair Gel,2,7,4
Around The House,Hair Ribbons,2,11,4
Around The House,Hairbrush,1,9,9
Around The House,Hallway Runner,2,13,7
Around The House,Halogen Lamp,2,11,7
Around The House,Hammers & Screwdrivers,2,19,7
Around The House,Hand Lotion,2,10,4
Around The House,Hand Lotion With Lanolin,4,21,4
Around The House,Hand Sanitizer,2,13,4
Around The House,Hand Scrub,2,9,4
Around The House,Hand Soap,2,8,4
Around The House,Handblown Crystal Wine Glasses,4,27,9
Around The House,Handblown Glass Bowl,3,18,9
Around The House,Handcrafted Furniture,2,20,11
Around The House,Handcrafted Pottery & Glassware,3,27,11
Around The House,Handcrafted Solid Oak Toy Chest,5,27,11
Around The House,Handcrafted Wall Decor,3,20,11
Around The House,Handheld Mirror,2,14,8
Around The House,Handheld Shower Wand,3,18,8
Around The House,Hand-Held Showerhead,2,18,8
Around The House,Handheld Vacuum,2,14,8
Around The House,Hand-Knotted Rug,2,14,11
Around The House,Handmade Holiday Decorations,3,26,8
Around The House,Handmade Marbled Napkins,3,22,8
Around The House,Handmade Scented Soaps,3,20,8
Around The House,Hand-Painted Silk Fans,3,19,11
Around The House,Handwoven Bamboo Mats,3,19,9
Around The House,Handwoven Blanket,2,16,9
Around The House,Handwoven Hamper,2,15,9
Around The House,Handwoven Hampers,2,16,9
Around The House,Handwoven Lounger,2,16,9
Around The House,Handwoven Wicker Basket,3,21,9
Around The House,Handwoven Wicker Baskets,3,22,9
Around The House,Handwoven Wool Blankets,3,21,9
Around The House,Handy Toolbox,2,12,5
Around The House,Handy Tools,2,10,5
Around The House,Hanging Lamp,2,11,7
Around The House,Hanging Mirror,2,13,7
Around The House,Hanging Wall Basket,3,17,7
Around The House,Hard Cushion,2,11,4
Around The House,Hardwood Floors,2,14,8
Around The House,Hd Receiver,2,10,2
Around The House,Heart Shaped Paperweight,3,22,5
Around The House,Heart-Shaped Paperweight,2,22,11
Around The House,Heated Towel Bar,3,14,6
Around The House,Heavy Coat,2,9,5
Around The House,Heavy -Duty Trash Bags,4,18,5
Around The House,Heavy-Duty Trash Bags,3,18,9
Around The House,Hedge Clippers,2,13,5
Around The House,Hedge Trimmer,2,12,5
Around The House,Hedge Trimmer With Sweeper Tool Attachment,6,37,5
Around The House,Herbal Body Wash,3,14,6
Around The House,High Definition Speakers,3,22,4
Around The House,High Table With Barstools,4,22,4
Around The House,High Thread Count Sheets,4,21,4
Around The House,High Thread-Count Sheets,3,21,4
Around The House,High-Definition Plasma Tv,3,22,14
Around The House,High-Definition Speakers,2,22,14
Around The House,High-Thread-Count Sheets,2,21,15
Around The House,Hobby Room,2,9,5
Around The House,Hole-Punched Paper,2,16,11
Around The House,Holiday Centerpiece,2,18,7
Around The House,Holiday Place Setting,3,19,7
Around The House,Holiday Toy Drive,3,15,7
Around The House,Holiday-Themed Sweaters,2,21,13
Around The House,Home Essentials,2,14,4
Around The House,Home Movies On Sixteen Millimeter Film,6,33,4
Around The House,Home Movies On Sixteen-Millimeter Film,5,33,4
Around The House,Home Soda Maker,3,13,4
Around The House,Home Theater System,3,17,4
Around The House,Homemade Cleaners,2,16,8
Around The House,Homemade Holiday Decorations,3,26,8
Around The House,Homemade Holiday Decorations,3,27,8
Around The House,Home-Office Furniture,2,19,10
Around The House,Homework Station,2,15,8
Around The House,Hooded Down Jacket,3,16,6
Around The House,Horizontal Metal Shed,3,19,10
Around The House,Hot Comb,2,7,3
Around The House,Hot Glue Gun,3,10,3
Around The House,Hot Steam Iron,3,12,3
Around The House,Hot Water Heater,3,14,3
Around The House,Humidifier,1,10,10
Around The House,Hydrogen Peroxide,2,16,8
Around The House,Hydrotherapy Shower,2,18,12
Around The House,Ice Bucket And Tongs,4,17,3
Around The House,Illuminated Desktop Globe,3,23,11
Around The House,Incense Burner,2,13,7
Around The House,Indoor Fan,2,9,6
Around The House,Industrial Strength Rubber Gloves,4,30,10
Around The House,Industrial-Strength Rubber Gloves,3,30,18
Around The House,Inedible Dining Experience,3,24,8
Around The House,Inflatable Pool Toys,3,18,10
Around The House,Insect Repellent,2,15,6
Around The House,Insulated Boots,2,14,9
Around The House,Insulated Curtain,2,16,9
Around The House,Insulated Curtains,2,17,9
Around The House,Insulated Overcoat,2,17,9
Around The House,Interactive Cooktop,2,18,11
Around The House,Iron Coat Rack,3,12,4
Around The House,Ironing Board,2,12,7
Around The House,Jade Cufflinks,2,13,4
Around The House,Jewel Box,2,8,5
Around The House,Jewelry Box,2,10,7
Around The House,Jewelry Holder,2,13,7
Around The House,Jewelry Organizer,2,16,7
Around The House,Jumpsuit,1,8,8
Around The House,Junk Drawer,2,10,4
Around The House,Keepsake Collection,2,18,8
Around The House,Keys & Gadgets,2,11,4
Around The House,Kitchen Appliances,2,17,7
Around The House,Kitchen Cabinets,2,15,7
Around The House,Kitchen Counter,2,14,7
Around The House,Kitchen Curtains,2,15,7
Around The House,Kitchen Gadgets,2,14,7
Around The House,Kitchen Hutch,2,12,7
Around The House,Kitchen Island,2,13,7
Around The House,Kitchen Organizers,2,17,7
Around The House,Kitchen Pantry,2,13,7
Around The House,Kitchen Table,2,12,7
Around The House,Kitchen Utensils,2,15,7
Around The House,Kitty Litter,2,11,5
Around The House,Knick Knacks,2,11,5
Around The House,Knickknacks,1,11,11
Around The House,Knicknacks,1,10,10
Around The House,Knit Gloves,2,10,4
Around The House,Knitting Needles,2,15,8
Around The House,Lace Curtains,2,12,4
Around The House,Lace Tablecloth,2,14,4
Around The House,Laptop Computer,2,14,6
Around The House,Large Coffee Table,3,16,5
Around The House,Lattice-Accent Chair,2,18,13
Around The House,Laundered Shirt,2,14,9
Around The House,Laundry Bag,2,10,7
Around The House,Laundry Basket,2,13,7
Around The House,Laundry Baskets,2,14,7
Around The House,Laundry Detergent,2,16,7
Around The House,Laundry Detergent With Bleach,4,26,7
Around The House,Laundry Hamper,2,13,7
Around The House,Lavender Scented Body Lotion,4,25,8
Around The House,Lawn & Leaf Bags,3,12,4
Around The House,Lawn Furniture,2,13,4
Around The House,Lawn Ornaments,2,13,4
Around The House,Lawn Sprinkler,2,13,4
Around The House,Leaking Faucet,2,13,7
Around The House,Leaky Faucet,2,11,5
Around The House,Leather Chair,2,12,7
Around The House,Leather Couch,2,12,7
Around The House,Leather Daybed,2,13,7
Around The House,Leather Lampshade,2,16,7
Around The House,Leather Ottoman,2,14,7
Around The House,Leather Recliner,2,15,7
Around The House,Leather Sofa,2,11,7
Around The House,Leather Wallet,2,13,7
Around The House,Led Flashlight,2,13,3
Around The House,Led Lamp,2,7,3
Around The House,Led Light Bulb,3,12,3
Around The House,Led Nightlight,2,13,3
Around The House,Lemon-Scented All-Purpose Cleaners,3,30,12
Around The House,Letter Opener,2,12,6
Around The House,Light Bulb,2,9,5
Around The House,Light Bulbs,2,10,5
Around The House,Light Fixtures,2,13,5
Around The House,Light Refreshments,2,17,5
Around The House,Light Switch,2,11,5
Around The House,Light Switches,2,13,5
Around The House,Light Windbreaker,2,16,5
Around The House,Lighted Holiday Sculptures,3,24,7
Around The House,Lighted Makeup Mirror,3,19,7
Around The House,Lighting Fixtures,2,16,8
Around The House,Lightweight Blanket,2,18,11
Around The House,Lightweight Jacket,2,17,11
Around The House,Lightweight Sweater,2,18,11
Around The House,Lightweight Towels,2,17,11
Around The House,Linen Closet,2,11,5
Around The House,Linen Dining Chairs,3,17,5
Around The House,Linen Napkins,2,12,5
Around The House,Linen Napkins & Napkin Rings,4,23,5
Around The House,Linen Tablecloth,2,15,5
Around The House,Linoleum Floors,2,14,8
Around The House,Lint Brush,2,9,4
Around The House,Lint Roller,2,10,4
Around The House,Lint-Free Polishing Cloths,3,23,8
Around The House,Lipstick Mascara Powder & Blush,4,26,8
Around The House,Liquid Bleach,2,12,6
Around The House,Liquid Hand Soap,3,14,6
Around The House,Liquid Soap,2,10,6
Around The House,Lit Candle-Around The House,4,23,3
Around The House,Living Room Drapes,3,16,6
Around The House,Living Room Furniture,3,19,6
Around The House,Living-Room Clock,2,15,10
Around The House,Living-Room Drapes,2,16,10
Around The House,Lobster Pot,2,10,7
Around The House,Lockable Cabinet,2,15,8
Around The House,Long Wool Scarf,3,13,4
Around The House,Loofah Sponge,2,12,6
Around The House,Lounge Chairs,2,12,6
Around The House,Lounge Chairs & Sofas,3,17,6
Around The House,Lounging Pajamas,2,15,8
Around The House,Love Seat,2,8,4
Around The House,Lovely Table Setting,3,18,6
Around The House,Lubricant Eye Drops,3,17,9
Around The House,Luxurious Sheets,2,15,9
Around The House,Magazine Rack,2,12,8
Around The House,Magnificent Centerpiece,2,22,11
Around The House,Mahogany Backgammon Set,3,21,8
Around The House,Mahogany Coffee Table,3,19,8
Around The House,Mahogany Headboard,2,17,8
Around The House,Mail-Order Catalog,2,16,9
Around The House,Makeup Brush,2,11,6
Around The House,Makeup Remover,2,13,6
Around The House,Makeup Sponges,2,13,6
Around The House,Manual Toothbrush,2,16,6
Around The House,Marble Bookcase,2,14,6
Around The House,Marble Floors,2,12,6
Around The House,Marble Side Table,3,15,6
Around The House,Marble Table Lamp,3,15,6
Around The House,Marital Aid,2,10,7
Around The House,Maritime Environment,2,19,8
Around The House,Martini Glasses,2,14,7
Around The House,Massage Chair,2,12,7
Around The House,Matching Bathmats & Shower Curtains,4,30,8
Around The House,Matching Couch & Love Seat,4,21,8
Around The House,Matching Gloves,2,14,8
Around The House,Matching Nightstands,2,19,8
Around The House,Matching Towels & Shower Curtains,4,28,8
Around The House,Media Wall,2,9,5
Around The House,Medicine Chest,2,13,8
Around The House,Memo Pad,2,7,4
Around The House,Memo Pad And Pencil,4,16,4
Around The House,Memory-Foam Pet Mat,3,16,10
Around The House,Men's Dress Watch,3,14,4
Around The House,Men's Plaid Scarf,3,14,4
Around The House,Mesh Laundry Bag,3,14,4
Around The House,Metal Bed Frame,3,13,5
Around The House,Metal Bookshelf,2,14,5
Around The House,Metal Dish Rack,3,13,5
Around The House,Metal Lamps,2,10,5
Around The House,Metal Napkin Rings,3,16,5
Around The House,Metal Patio Furniture,3,19,5
Around The House,Metal Picture Frames,3,18,5
Around The House,Metal Toolbox,2,12,5
Around The House,Metal Watering Can,3,16,5
Around The House,Metal Wine Rack,3,13,5
Around The House,Metal-Framed Wall Mirror,3,21,11
Around The House,Metro-Goldwyn-Mayer,1,17,17
Around The House,Microfiber Cloths,2,16,10
Around The House,Microwave-Safe Dish,2,17,13
Around The House,Mini-Chopper,1,11,11
Around The House,Minty Mouthwash,2,14,5
Around The House,Minty Toothpaste,2,15,5
Around The House,Mirror Walls,2,11,6
Around The House,Modern Chandeliers,2,17,6
Around The House,Modern Glassware,2,15,6
Around The House,Modern Heirlooms,2,15,6
Around The House,Modern Home Decor,3,15,6
Around The House,Modern Home Furnishings,3,21,6
Around The House,Modern Lighting & Indoor Lamps,4,25,6
Around The House,Modern Silverware,2,16,6
Around The House,Modern Standing Lamp,3,18,6
Around The House,Modern Wall Clock,3,15,6
Around The House,Moisturizing Body Wash,3,20,12
Around The House,Moisturizing Cream,2,17,12
Around The House,Moisturizing Face Cream,3,21,12
Around The House,Moisturizing Shampoo,2,19,12
Around The House,Mold & Mildew Stain Remover,4,22,4
Around The House,Monogrammed Beach Towels,3,22,11
Around The House,Monogrammed Glassware,2,20,11
Around The House,Monogrammed Note Cards,3,20,11
Around The House,Monogrammed Pillows,2,18,11
Around The House,Mop & Broom,2,8,3
Around The House,Mop Bucket,2,9,3
Around The House,Mosaic Table,2,11,6
Around The House,Mounted Lamp,2,11,7
Around The House,Mousepad,1,8,8
Around The House,Mouthwash,1,9,9
Around The House,Moving Boxes,2,11,6
Around The House,Mr. Microphone,2,12,2
Around The House,Multisurface Cleaner With Vinegar,4,30,12
Around The House,Muscle Tank Top,3,13,6
Around The House,Music Box,2,8,5
Around The House,Mustache Trimmer,2,15,8
Around The House,My Cat's Squeaky Toy,4,16,2
Around The House,My Favorite Flannel Pajamas,4,24,2
Around The House,My Favorite Jeans,3,15,2
Around The House,My Favourite Flannel Pajamas,4,25,2
Around The House,My Son's Racecar Bed,4,16,2
Around The House,My Toothbrush,2,12,2
Around The House,My Wedding China,3,14,2
Around The House,Nail Clippers,2,12,4
Around The House,Napkin Holder,2,12,6
Around The House,Narrow Wall Mirror,3,16,6
Around The House,Navy Blue Boots,3,13,4
Around The House,Navy-Blue Boots,2,13,8
Around The House,Needlepoint Pillows,2,18,11
Around The House,New Bath Towels,3,13,3
Around The House,New Cabinets,2,11,3
Around The House,New Desktop Computer,3,18,3
Around The House,New Furniture,2,12,3
Around The House,New Kitchen Appliances,3,20,3
Around The House,New Patio Set,3,11,3
Around The House,New Wardrobes,2,12,3
Around The House,New Window Screens,3,16,3
Around The House,New Wineglasses,2,14,3
Around The House,Newly-Upholstered Armchair,2,24,16
Around The House,Nice Sofa,2,8,4
Around The House,Nifty Tie,2,8,5
Around The House,Nightstand,1,10,10
Around The House,Nightstands,1,11,11
Around The House,Nike Cotton Hoodie,3,16,4
Around The House,Novelty Talking Bottle-Opener,3,26,7
Around The House,Oak Armoire,2,10,3
Around The House,Oak Bookcase,2,11,3
Around The House,Oak Coffee Table,3,14,3
Around The House,Oak Footboard,2,12,3
Around The House,Oak Roll-Top Desk,3,14,3
Around The House,Oiled Door Hinges,3,15,5
Around The House,Oil-Free Eye Makeup Remover,4,23,7
Around The House,Oil-Free Eye-Makeup Remover,3,23,7
Around The House,Old Batteries,2,12,3
Around The House,Old Family Keepsakes,3,18,3
Around The House,Old Jigsaw-Puzzle Box,3,18,3
Around The House,Old Photographs,2,14,3
Around The House,Old Shoebox,2,10,3
Around The House,Old Sneakers,2,11,3
Around The House,Old-Fashioned Bathtub,2,19,12
Around The House,Old-Fashioned Decorations,2,23,12
Around The House,Old-Fashioned Window Shutters,3,26,12
Around The House,Olive-Oil Body Wash,3,16,8
Around The House,Opaque Glass Vase,3,15,6
Around The House,Oreck Commercial Vacuum Cleaner,4,28,5
Around The House,Oregon Coast Trail Mix,4,19,6
Around The House,Outdoor Firepit,2,14,7
Around The House,Outdoor Furniture,2,16,7
Around The House,Outdoor Garden Furniture,3,22,7
Around The House,Outdoor Pillows,2,14,7
Around The House,Outdoor Room,2,11,7
Around The House,Outdoor Rugs,2,11,7
Around The House,Oval Wood Dining Table,4,19,4
Around The House,Overhead Light,2,13,8
Around The House,Overhead Lights,2,14,8
Around The House,Oversized Accent Ottoman,3,22,9
Around The House,Oversized Bathtub,2,16,9
Around The House,Oversized Windows,2,16,9
Around The House,Overstuffed Chair,2,16,11
Around The House,Overstuffed Couch,2,16,11
Around The House,Oxygen Bleach,2,12,6
Around The House,Packed Storage Closet,3,19,6
Around The House,Painted Ceramic Bowl,3,18,7
Around The House,Painted Ceramic Planters,3,22,7
Around The House,Painted Family Portrait,3,21,7
Around The House,Pair Of Pajamas,3,13,4
Around The House,Pair Of Scissors,3,14,4
Around The House,Paper Napkins,2,12,5
Around The House,Paper Straws,2,11,5
Around The House,Paring Knife,2,11,6
Around The House,Party Napkins,2,12,5
Around The House,Patchwork Bedspread,2,18,9
Around The House,Patchwork Quilt,2,14,9
Around The House,Patio Dining Set,3,14,5
Around The House,Patio Furniture,2,14,5
Around The House,Patio Rug,2,8,5
Around The House,Patterned Blanket,2,16,9
Around The House,Patterned Love Seat,3,17,9
Around The House,Patterned Rugs,2,13,9
Around The House,Patterned-Fabric Shower Curtain,3,28,15
Around The House,Peace Sign Pendant,3,16,5
Around The House,Peace-Sign Pendant,2,16,9
